ID,Organization,Organization Type,Training Date,Address,City,State,Zip Code,Longitude,Latitude,Number Trained,Project Type,Taining Topic
,Aurora Housing Authority,Housing Shelter,12/19/2025,1959 N. Quentin St.,Aurora,CO,80045,,,,CN Hosted Workshops ,Cybersecurity
,Aurora Housing Authority,Housing Shelter,12/19/2025,1959 N. Quentin St.,Aurora,CO,80045,,,,CN Hosted Workshops ,Video Conferencing
,Aurora Housing Authority,Housing Shelter,12/19/2025,1959 N. Quentin St.,Aurora,CO,80045,,,,CN Hosted Workshops ,Mobile Device Basics (iOS)
,Aurora Housing Authority,Housing Shelter,12/19/2025,1959 N. Quentin St.,Aurora,CO,80045,,,,CN Hosted Workshops ,Open Lab Workshop
,Bourbon Co Senior Citizens Center,Senior Center,12/23/2025,11 Legion Road,Paris,KY,40361,,,,CN Hosted Workshops ,Internet Basics
,Bourbon Co Senior Citizens Center,Senior Center,12/23/2025,11 Legion Road,Paris,KY,40361,,,,CN Hosted Workshops ,Cybersecurity
,Bourbon Co Senior Citizens Center,Senior Center,12/23/2025,11 Legion Road,Paris,KY,40361,,,,CN Hosted Workshops ,Mobile Device Basics (iOS)
,Rainbow Housing - Quintessa,Housing Shelter,1/5/2026,201 Yesler Way,Seattle,WA,98104,,,,CN Hosted Workshops ,
,Rainbow Housing - Quintessa,Housing Shelter,1/5/2026,201 Yesler Way,Seattle,WA,98104,,,,CN Hosted Workshops ,
,Rainbow Housing - Quintessa,Housing Shelter,1/5/2026,201 Yesler Way,Seattle,WA,98104,,,,CN Hosted Workshops ,
,Rainbow Housing - Quintessa,Housing Shelter,1/5/2026,201 Yesler Way,Seattle,WA,98104,,,,CN Hosted Workshops ,
,Rainbow Housing - Park Place,Housing Shelter,1/6/2026,1406 Maple Lane,Kent,WA,98031,,,,CN Hosted Workshops ,
,Rainbow Housing - Park Place,Housing Shelter,1/6/2026,1406 Maple Lane,Kent,WA,98031,,,,CN Hosted Workshops ,
,Rainbow Housing - Park Place,Housing Shelter,1/6/2026,1406 Maple Lane,Kent,WA,98031,,,,CN Hosted Workshops ,
,Rainbow Housing - Park Place,Housing Shelter,1/6/2026,1406 Maple Lane,Kent,WA,98031,,,,CN Hosted Workshops ,
,Pittsylvania County Community Action ,Community Center,1/6/2026,115 S. Main St.,Chatham,VA,24531,,,,CN Hosted Workshops ,Computer Basics Windows 10
,Pittsylvania County Community Action ,Community Center,1/6/2026,115 S. Main St.,Chatham,VA,24531,,,,CN Hosted Workshops ,Internet Basics
,Pittsylvania County Community Action ,Community Center,1/6/2026,115 S. Main St.,Chatham,VA,24531,,,,CN Hosted Workshops ,Email Basics
,Pittsylvania County Community Action,Community Center,1/6/2026,115 S. Main St.,Chatham,VA,24531,,,,CN Hosted Workshops ,Open Lab Workshop
,Rainbow Housing - Cedar Ridge,Housing Shelter,1/7/2026,30819 124th Ave SE,Auburn,WA,98092,,,,CN Hosted Workshops ,
,Rainbow Housing - Cedar Ridge,Housing Shelter,1/7/2026,30819 124th Ave SE,Auburn,WA,98092,,,,CN Hosted Workshops ,
,Rainbow Housing - Cedar Ridge,Housing Shelter,1/7/2026,30819 124th Ave SE,Auburn,WA,98092,,,,CN Hosted Workshops ,
,Pittsylvania County Community Action ,Non-Profit,1/7/2026,115 S. Main St.,Chatham,VA,24531,,,,CN Hosted Workshops ,Cybersecurity
,Pittsylvania County Community Action ,Non-Profit,1/7/2026,115 S. Main St.,Chatham,VA,24531,,,,CN Hosted Workshops ,Video Conferencing
,Pittsylvania County Community Action ,Non-Profit,1/7/2026,115 S. Main St.,Chatham,VA,24531,,,,CN Hosted Workshops ,Mobile Device Basics (iOS)
,Pittsylvania County Community Action ,Non-Profit,1/7/2026,115 S. Main St.,Chatham,VA,24531,,,,CN Hosted Workshops ,Open Lab Workshop
,Longview Public Library ,Public Library,1/7/2026,222 W Cotton St,Longview,TX,75601,,,,CN Hosted Workshops ,Computer Basics Windows 10
,Longview Public Library ,Public Library,1/7/2026,222 W Cotton St,Longview,TX,75601,,,,CN Hosted Workshops ,Internet Basics
,Longview Public Library ,Public Library,1/7/2026,222 W Cotton St,Longview,TX,75601,,,,CN Hosted Workshops ,Computer Basics Windows 10
,Longview Public Library ,Public Library,1/7/2026,222 W Cotton St,Longview,TX,75601,,,,CN Hosted Workshops ,Internet Basics
,Longview Public Library ,Public Library,1/8/2026,222 W Cotton St,Longview,TX,75601,,,,CN Hosted Workshops ,Cybersecurity
,Longview Public Library ,Public Library,1/8/2026,222 W Cotton St,Longview,TX,75601,,,,CN Hosted Workshops ,Cybersecurity
,Rainbow Housing - Crestview West,Housing Shelter,1/8/2026,279 Pacific Hwy South,Federal Way,WA,98003,,,,CN Hosted Workshops ,Cybersecurity
,Rainbow Housing - Crestview West,Housing Shelter,1/8/2026,279 Pacific Hwy South,Federal Way,WA,98003,,,,CN Hosted Workshops ,Internet Basics
,Rainbow Housing - Crestview West,Housing Shelter,1/8/2026,279 Pacific Hwy South,Federal Way,WA,98003,,,,CN Hosted Workshops ,Video Conferencing
,Rainbow Housing - Crestview West,Housing Shelter,1/8/2026,279 Pacific Hwy South,Federal Way,WA,98003,,,,CN Hosted Workshops ,TBD
,Pittsylvania County Community Action ,Non-Profit,1/8/2026,115 S. Main St.,Chatham,VA,24531,,,,CN Hosted Workshops ,Computer Basics Windows 10
,Pittsylvania County Community Action ,Non-Profit,1/8/2026,115 S. Main St.,Chatham,VA,24531,,,,CN Hosted Workshops ,Internet Basics
,Pittsylvania County Community Action ,Non-Profit,1/8/2026,115 S. Main St.,Chatham,VA,24531,,,,CN Hosted Workshops ,Email Basics
,Pittsylvania County Community Action ,Non-Profit,1/8/2026,115 S. Main St.,Chatham,VA,24531,,,,CN Hosted Workshops ,Open Lab Workshop
,Rainbow Housing - Evergreen,Housing Shelter,1/9/2026,505 Division Street,Olympia,WA,98502,,,,CN Hosted Workshops ,Computer Basics Windows 10
,Rainbow Housing - Evergreen,Housing Shelter,1/9/2026,505 Division Street,Olympia,WA,98502,,,,CN Hosted Workshops ,Cybersecurity
,Rainbow Housing - Evergreen,Housing Shelter,1/9/2026,505 Division Street,Olympia,WA,98502,,,,CN Hosted Workshops ,Mobile Device Basics (iOS)
,Rainbow Housing - Evergreen,Housing Shelter,1/9/2026,505 Division Street,Olympia,WA,98502,,,,CN Hosted Workshops ,Open Lab Workshop
,Pittsylvania County Community Action,Non-Profit,1/9/2026,115 S. Main St.,Chatham,VA,24531,,,,CN Hosted Workshops ,Cybersecurity
,Pittsylvania County Community Action,Non-Profit,1/9/2026,115 S. Main St.,Chatham,VA,24531,,,,CN Hosted Workshops ,Video Conferencing
,Pittsylvania County Community Action,Non-Profit,1/9/2026,115 S. Main St.,Chatham,VA,24531,,,,CN Hosted Workshops ,Mobile Device Basics (iOS)
,Pittsylvania County Community Action ,Non-Profit,1/9/2026,115 S. Main St.,Chatham,VA,24531,,,,CN Hosted Workshops ,Open Lab Workshop
,Columbia County Senior Center,Senior Center,1/12/2026,5913 Euchee Creek Drive,Grovetown,GA,30813,,,,CN Hosted Workshops ,Internet Basics
,Columbia County Senior Center,Senior Center,1/12/2026,5913 Euchee Creek Drive,Grovetown,GA,30813,,,,CN Hosted Workshops ,Cybersecurity
,Columbia County Senior Center,Senior Center,1/12/2026,5913 Euchee Creek Drive,Grovetown,GA,30813,,,,CN Hosted Workshops ,Mobile Device Basics (iOS)
,First Baptist Church of Joelton,Place of Worship,1/13/2026,7140 Whites Creek Pike,Nashville,TN,37218,,,,CN Hosted Workshops ,Internet Basics
,First Baptist Church of Joelton,Place of Worship,1/13/2026,7140 Whites Creek Pike,Nashville,TN,37218,,,,CN Hosted Workshops ,Cybersecurity
,First Baptist Church of Joelton,Place of Worship,1/13/2026,7140 Whites Creek Pike,Nashville,TN,37218,,,,CN Hosted Workshops ,Mobile Device Basics (iOS)
,Lone Star College - East Aldine Center,School,1/13/2026,2430 Aldine Mail Route Rd,Houston,TX,77039,,,,CN Hosted Workshops ,Computer Basics Windows 10
,Lone Star College - East Aldine Center,School,1/13/2026,2430 Aldine Mail Route Rd,Houston,TX,77039,,,,CN Hosted Workshops ,Internet Basics
,Lone Star College - East Aldine Center,School,1/13/2026,2430 Aldine Mail Route Rd,Houston,TX,77039,,,,CN Hosted Workshops ,Cybersecurity
,Lone Star College - East Aldine Center,School,1/13/2026,2430 Aldine Mail Route Rd,Houston,TX,77039,,,,CN Hosted Workshops ,Open Lab Workshop
,Lone Star College - East Aldine Center,School,1/14/2026,2430 Aldine Mail Route Rd,Houston,TX,77039,,,,CN Hosted Workshops ,Email Basics
,Lone Star College - East Aldine Center,School,1/14/2026,2430 Aldine Mail Route Rd,Houston,TX,77039,,,,CN Hosted Workshops ,Mobile Device Basics (iOS)
,Lone Star College - East Aldine Center,School,1/14/2026,2430 Aldine Mail Route Rd,Houston,TX,77039,,,,CN Hosted Workshops ,Video Conferencing
,Lone Star College - East Aldine Center,School,1/14/2026,2430 Aldine Mail Route Rd,Houston,TX,77039,,,,CN Hosted Workshops ,Open Lab Workshop
,Bastrop County Cares ,Non-Profit,1/14/2026,Elgin Rec. Center: 361 N. Hwy 95,Elgin,TX,78621,,,,CN Hosted Workshops ,Computer Basics Windows 10
,Bastrop County Cares ,Non-Profit,1/14/2026,Elgin Rec. Center: 361 N. Hwy 95,Elgin,TX,78621,,,,CN Hosted Workshops ,Internet Basics
,Bastrop County Cares ,Non-Profit,1/14/2026,Elgin Rec. Center: 361 N. Hwy 95,Elgin,TX,78621,,,,CN Hosted Workshops ,Computer Basics Windows 10
,Bastrop County Cares ,Non-Profit,1/14/2026,Elgin Rec. Center: 361 N. Hwy 95,Elgin,TX,78621,,,,CN Hosted Workshops ,Internet Basics
,Bastrop County Cares ,Non-Profit,1/15/2026,Elgin Rec. Center: 361 N. Hwy 95,Elgin,TX,78621,,,,CN Hosted Workshops ,Cybersecurity
,Bastrop County Cares ,Non-Profit,1/15/2026,Elgin Rec. Center: 361 N. Hwy 95,Elgin,TX,78621,,,,CN Hosted Workshops ,Cybersecurity
,Whitfield County Senior Center,Senior Center,1/15/2026,302 Cappes St.,Dalton,GA,30720,,,,CN Hosted Workshops ,Internet Basics
,Whitfield County Senior Center,Senior Center,1/15/2026,302 Cappes St.,Dalton,GA,30720,,,,CN Hosted Workshops ,Cybersecurity
,Whitfield County Senior Center,Senior Center,1/15/2026,302 Cappes St.,Dalton,GA,30720,,,,CN Hosted Workshops ,Mobile Device Basics (iOS)
,Lone Star College - Atascocita Center,School,1/15/2026,15903 W Lake Houston Pkwy,Houston,TX,77044,,,,CN Hosted Workshops ,Computer Basics Windows 10
,Lone Star College - Atascocita Center,School,1/15/2026,15903 W Lake Houston Pkwy,Houston,TX,77044,,,,CN Hosted Workshops ,Internet Basics
,Lone Star College - Atascocita Center,School,1/15/2026,15903 W Lake Houston Pkwy,Houston,TX,77044,,,,CN Hosted Workshops ,Cybersecurity
,Lone Star College - Atascocita Center,School,1/15/2026,15903 W Lake Houston Pkwy,Houston,TX,77044,,,,CN Hosted Workshops ,Open Lab Workshop
,Lone Star College - Atascocita Center,School,1/16/2026,15903 W Lake Houston Pkwy,Houston,TX,77044,,,,CN Hosted Workshops ,Email Basics
,Lone Star College - Atascocita Center,School,1/16/2026,15903 W Lake Houston Pkwy,Houston,TX,77044,,,,CN Hosted Workshops ,Mobile Device Basics (iOS)
,Lone Star College - Atascocita Center,School,1/16/2026,15903 W Lake Houston Pkwy,Houston,TX,77044,,,,CN Hosted Workshops ,Video Conferencing
,Lone Star College - Atascocita Center,School,1/16/2026,15903 W Lake Houston Pkwy,Houston,TX,77044,,,,CN Hosted Workshops ,Open Lab Workshop
,West End School,School,1/16/2026,3628 Virginia Ave.,Louisville,KY,40211,,,,CN Hosted Workshops ,Computer Basics Windows 10
,West End School,School,1/16/2026,3628 Virginia Ave.,Louisville,KY,40211,,,,CN Hosted Workshops ,Internet Basics
,West End School,School,1/16/2026,3628 Virginia Ave.,Louisville,KY,40211,,,,CN Hosted Workshops ,Cybersecurity
,RFK Solutionz,Business,1/20/2026,3500 Tejo Ln. (Suite 100),Chesapeake,VA,23321,,,,CN Hosted Workshops ,Computer Basics Windows 10
,RFK Solutionz,Business,1/20/2026,3500 Tejo Ln. (Suite 100),Chesapeake,VA,23321,,,,CN Hosted Workshops ,Internet Basics
,RFK Solutionz,Business,1/20/2026,3500 Tejo Ln. (Suite 100),Chesapeake,VA,23321,,,,CN Hosted Workshops ,Email Basics
,RFK Solutionz,Business,1/20/2026,3500 Tejo Ln. (Suite 100),Chesapeake,VA,23321,,,,CN Hosted Workshops ,Open Lab Workshop
,Schulenburg Public Library,Public Library,1/20/2026,100 Ranger Dr ,Schulenburg,TX,78956,,,,CN Hosted Workshops ,Computer Basics Windows 10
,Schulenburg Public Library,Public Library,1/20/2026,100 Ranger Dr ,Schulenburg,TX,78956,,,,CN Hosted Workshops ,Internet Basics
,RFK Solutionz,Business,1/21/2026,3500 Tejo Ln. (Suite 100),Chesapeake,VA,23321,,,,CN Hosted Workshops ,Cybersecurity
,RFK Solutionz,Business,1/21/2026,3500 Tejo Ln. (Suite 100),Chesapeake,VA,23321,,,,CN Hosted Workshops ,Video Conferencing
,RFK Solutionz,Business,1/21/2026,3500 Tejo Ln. (Suite 100),Chesapeake,VA,23321,,,,CN Hosted Workshops ,Mobile Device Basics (iOS)
,RFK Solutionz,Business,1/21/2026,3500 Tejo Ln. (Suite 100),Chesapeake,VA,23321,,,,CN Hosted Workshops ,Open Lab Workshop
,Schulenburg Public Library,Public Library,1/21/2026,100 Ranger Dr ,Schulenburg,TX,78956,,,,CN Hosted Workshops ,Email Basics
,Schulenburg Public Library,Public Library,1/21/2026,100 Ranger Dr ,Schulenburg,TX,78956,,,,CN Hosted Workshops ,Cybersecurity
,Black & Williams Community Center,Community Center,1/21/2026,498 Georgetown St.,Lexington,KY,40508,,,,CN Hosted Workshops ,Computer Basics Windows 10
,Black & Williams Community Center,Community Center,1/21/2026,498 Georgetown St.,Lexington,KY,40508,,,,CN Hosted Workshops ,Internet Basics
,Black & Williams Community Center,Community Center,1/21/2026,498 Georgetown St.,Lexington,KY,40508,,,,CN Hosted Workshops ,Cybersecurity
,Black & Williams Community Center,Community Center,1/21/2026,498 Georgetown St.,Lexington,KY,40508,,,,CN Hosted Workshops ,Computer Basics Windows 10
,Black & Williams Community Center,Community Center,1/21/2026,498 Georgetown St.,Lexington,KY,40508,,,,CN Hosted Workshops ,Internet Basics
,Black & Williams Community Center,Community Center,1/21/2026,498 Georgetown St.,Lexington,KY,40508,,,,CN Hosted Workshops ,Cybersecurity
,Schulenburg Public Library,Public Library,1/22/2026,100 Ranger Dr ,Schulenburg,TX,78956,,,,CN Hosted Workshops ,Video Conferencing
,Schulenburg Public Library,Public Library,1/22/2026,100 Ranger Dr ,Schulenburg,TX,78956,,,,CN Hosted Workshops ,Mobile Device Basics (iOS)
,Black & Williams Community Center,Community Center,1/22/2026,498 Georgetown St.,Lexington,KY,40508,,,,CN Hosted Workshops ,Computer Basics Windows 10
,Black & Williams Community Center,Community Center,1/22/2026,498 Georgetown St.,Lexington,KY,40508,,,,CN Hosted Workshops ,Internet Basics
,Black & Williams Community Center,Community Center,1/22/2026,498 Georgetown St.,Lexington,KY,40508,,,,CN Hosted Workshops ,Cybersecurity
,Black & Williams Community Center,Community Center,1/22/2026,498 Georgetown St.,Lexington,KY,40508,,,,CN Hosted Workshops ,Computer Basics Windows 10
,Black & Williams Community Center,Community Center,1/22/2026,498 Georgetown St.,Lexington,KY,40508,,,,CN Hosted Workshops ,Internet Basics
,Black & Williams Community Center,Community Center,1/22/2026,498 Georgetown St.,Lexington,KY,40508,,,,CN Hosted Workshops ,Cybersecurity
,Brighton Center - Center for Employment Training,Community Center,1/27/2026,"601 Washington Ave, Suite 140",Newport,KY,41071,,,,CN Hosted Workshops ,Computer Basics Windows 10
,Brighton Center - Center for Employment Training,Community Center,1/27/2026,"601 Washington Ave, Suite 140",Newport,KY,41071,,,,CN Hosted Workshops ,Internet Basics
,Brighton Center - Center for Employment Training,Community Center,1/27/2026,"601 Washington Ave, Suite 140",Newport,KY,41071,,,,CN Hosted Workshops ,Cybersecurity
,Brighton Center - Center for Employment Training,Community Center,1/28/2026,"601 Washington Ave, Suite 140",Newport,KY,41071,,,,CN Hosted Workshops ,Computer Basics Windows 10
,Brighton Center - Center for Employment Training,Community Center,1/28/2026,"601 Washington Ave, Suite 140",Newport,KY,41071,,,,CN Hosted Workshops ,Internet Basics
,Brighton Center - Center for Employment Training,Community Center,1/28/2026,"601 Washington Ave, Suite 140",Newport,KY,41071,,,,CN Hosted Workshops ,Cybersecurity
,Boys & Girls Clubs of the Bowling Green Area,Youth Development Organization,1/29/2026,260 Scott Way,Bowling Green,KY,42101,,,,CN Hosted Workshops ,Computer Basics Windows 10
,Boys & Girls Clubs of the Bowling Green Area,Youth Development Organization,1/29/2026,260 Scott Way,Bowling Green,KY,42101,,,,CN Hosted Workshops ,Internet Basics
,Boys & Girls Clubs of the Bowling Green Area,Youth Development Organization,1/29/2026,260 Scott Way,Bowling Green,KY,42101,,,,CN Hosted Workshops ,Cybersecurity
,Lone Star College - Kingwood,School,1/29/2026,20000 Kingwood Drive,Kingwood,TX,77339,,,,CN Hosted Workshops ,Computer Basics Windows 10
,Lone Star College - Kingwood,School,1/29/2026,20000 Kingwood Drive,Kingwood,TX,77339,,,,CN Hosted Workshops ,Internet Basics
,Lone Star College - Kingwood,School,1/29/2026,20000 Kingwood Drive,Kingwood,TX,77339,,,,CN Hosted Workshops ,Cybersecurity
,Lone Star College - Kingwood,School,1/29/2026,20000 Kingwood Drive,Kingwood,TX,77339,,,,CN Hosted Workshops ,Open Lab Workshop
,Lone Star College - Kingwood,School,1/30/2026,20000 Kingwood Drive,Kingwood,TX,77339,,,,CN Hosted Workshops ,Email Basics
,Lone Star College - Kingwood,School,1/30/2026,20000 Kingwood Drive,Kingwood,TX,77339,,,,CN Hosted Workshops ,Mobile Device Basics (iOS)
,Lone Star College - Kingwood,School,1/30/2026,20000 Kingwood Drive,Kingwood,TX,77339,,,,CN Hosted Workshops ,Video Conferencing
,Empower,Community Center,1/30/2026,20000 Kingwood Drive,Kingwood,TX,77339,,,,CN Hosted Workshops ,Open Lab Workshop
,Empower,Community Center,2/3/2026,103 E 21st St N,Wichita,KS,67214,,,,CN Hosted Workshops ,Computer Basics Windows 10
,Empower,Community Center,2/3/2026,103 E 21st St N,Wichita,KS,67214,,,,CN Hosted Workshops ,Internet Basics
,Empower,Community Center,2/3/2026,103 E 21st St N,Wichita,KS,67214,,,,CN Hosted Workshops ,Cybersecurity
,Empower,Community Center,2/3/2026,103 E 21st St N,Wichita,KS,67214,,,,CN Hosted Workshops ,Computer Basics Windows 10
,Empower,Community Center,2/3/2026,103 E 21st St N,Wichita,KS,67214,,,,CN Hosted Workshops ,Internet Basics
,Build & Re-Build,Non-Profit,2/3/2026,103 E 21st St N,Wichita,KS,67214,,,,CN Hosted Workshops ,Cybersecurity
,Build & Re-Build,Non-Profit,2/4/2026,254 S Laura St #203,Wichita,KS,67211,,,,CN Hosted Workshops ,Computer Basics Windows 10
,Build & Re-Build,Non-Profit,2/4/2026,254 S Laura St #203,Wichita,KS,67211,,,,CN Hosted Workshops ,Internet Basics
,Build & Re-Build,Non-Profit,2/4/2026,254 S Laura St #203,Wichita,KS,67211,,,,CN Hosted Workshops ,Cybersecurity
,Build & Re-Build,Non-Profit,2/4/2026,254 S Laura St #203,Wichita,KS,67211,,,,CN Hosted Workshops ,Computer Basics Windows 10
,Build & Re-Build,Non-Profit,2/4/2026,254 S Laura St #203,Wichita,KS,67211,,,,CN Hosted Workshops ,Internet Basics
,Kansas Hispanic Education & Development Foundation (KHEDF),Non-Profit,2/4/2026,254 S Laura St #203,Wichita,KS,67211,,,,CN Hosted Workshops ,Cybersecurity
,Kansas Hispanic Education & Development Foundation (KHEDF),Non-Profit,2/5/2026,2601 N. Arkansas Ave.,Wichita,KS,67204,,,,CN Hosted Workshops ,Computer Basics Windows 10
,Kansas Hispanic Education & Development Foundation (KHEDF),Non-Profit,2/5/2026,2601 N. Arkansas Ave.,Wichita,KS,67204,,,,CN Hosted Workshops ,Internet Basics
,Kansas Hispanic Education & Development Foundation (KHEDF),Non-Profit,2/5/2026,2601 N. Arkansas Ave.,Wichita,KS,67204,,,,CN Hosted Workshops ,Cybersecurity
,Kansas Hispanic Education & Development Foundation (KHEDF),Non-Profit,2/5/2026,2601 N. Arkansas Ave.,Wichita,KS,67204,,,,CN Hosted Workshops ,Computer Basics Windows 10
,Kansas Hispanic Education & Development Foundation (KHEDF),Non-Profit,2/5/2026,2601 N. Arkansas Ave.,Wichita,KS,67204,,,,CN Hosted Workshops ,Internet Basics
,Thrive Allen County ,Non-Profit,2/5/2026,2601 N. Arkansas Ave.,Wichita,KS,67204,,,,CN Hosted Workshops ,Cybersecurity
,Thrive Allen County ,Non-Profit,2/6/2026,1801 N. Cottonwood,Iola,KS,66749,,,,CN Hosted Workshops ,Computer Basics Windows 10
,Thrive Allen County ,Non-Profit,2/6/2026,1801 N. Cottonwood,Iola,KS,66749,,,,CN Hosted Workshops ,Internet Basics
,Thrive Allen County ,Non-Profit,2/6/2026,1801 N. Cottonwood,Iola,KS,66749,,,,CN Hosted Workshops ,Cybersecurity
,Thrive Allen County ,Non-Profit,2/6/2026,1801 N. Cottonwood,Iola,KS,66749,,,,CN Hosted Workshops ,Computer Basics Windows 10
,Thrive Allen County ,Non-Profit,2/6/2026,1801 N. Cottonwood,Iola,KS,66749,,,,CN Hosted Workshops ,Internet Basics
,Black & Williams Community & Resident Services,Community Center,2/6/2026,1801 N. Cottonwood,Iola,KS,66749,,,,CN Hosted Workshops ,Cybersecurity
,Black & Williams Community & Resident Services,Community Center,2/8/2026,498 Georgetown St.,Lexington,KY,40508,,,,CN Hosted Workshops ,Computer Basics Windows 10
,Black & Williams Community & Resident Services,Community Center,2/8/2026,498 Georgetown St.,Lexington,KY,40508,,,,CN Hosted Workshops ,Internet Basics
,Black & Williams Community & Resident Services,Community Center,2/8/2026,498 Georgetown St.,Lexington,KY,40508,,,,CN Hosted Workshops ,Cybersecurity
,Black & Williams Community & Resident Services,Community Center,2/8/2026,498 Georgetown St.,Lexington,KY,40508,,,,CN Hosted Workshops ,Computer Basics Windows 10
,Black & Williams Community & Resident Services,Community Center,2/8/2026,498 Georgetown St.,Lexington,KY,40508,,,,CN Hosted Workshops ,Internet Basics
,Black & Williams Community & Resident Services,Community Center,2/8/2026,498 Georgetown St.,Lexington,KY,40508,,,,CN Hosted Workshops ,Cybersecurity
,Black & Williams Community & Resident Services,Community Center,2/9/2026,498 Georgetown St.,Lexington,KY,40508,,,,CN Hosted Workshops ,Computer Basics Windows 10
,Black & Williams Community & Resident Services,Community Center,2/9/2026,498 Georgetown St.,Lexington,KY,40508,,,,CN Hosted Workshops ,Internet Basics
,Boys & Girls Clubs of the Bowling Green Area,Youth Development Organization,2/13/2026,260 Scott Way,Bowling Green,TX,42101,,,,CN Hosted Workshops ,Cybersecurity
,Boys & Girls Clubs of the Bowling Green Area,Youth Development Organization,2/26/2026,260 Scott Way,Bowling Green,KY,42101,,,,CN Hosted Workshops ,Computer Basics Windows 10
,Boys & Girls Clubs of the Bowling Green Area,Youth Development Organization,2/26/2026,260 Scott Way,Bowling Green,KY,42101,,,,CN Hosted Workshops ,Internet Basics
,Archer County,Government,7/7/2023,100 S Center St,Archer City,TX,76351,-98.62573504,33.59520546,0,Community Planning,
,Bastrop County,Government,1/1/2021,804 Pecan Street,Bastrop,TX,78602,-97.31756119,30.1098162,0,Community Planning,
,Baylor County,Government,7/1/2023,109 N. Washington Street,Seymour,TX,76380,-99.26161421,33.58845656,0,Community Planning,
,Blanco County,Government,9/1/2021,101 E Cypress St,Johnson City,TX,78636,-98.41129193,30.27866306,0,Community Planning,
,Brewster County,Government,10/1/2021,201 W Avenue E,Alpine,TX,79830,-103.6636646,30.35795033,0,Community Planning,
,Burnet County,Government,9/1/2021,220 S Pierce St,Burnet,TX,78611,-98.22638773,30.75714924,0,Community Planning,
,Caldwell County,Government,11/1/2021,110 S Main Street,Lockhart,TX,78644,-97.67232734,29.88426489,0,Community Planning,
,Castro County,Government,1/1/2022,100 E Bedford St,Dimmitt,TX,79027,-102.3117698,34.55094233,0,Community Planning,
,Childress County,Government,2/1/2022,100 Avenue E NW,Childress,TX,79201,-100.2054138,34.42566364,0,Community Planning,
,Clay County,Government,3/1/2022,214 N Main St,Henrietta,TX,76365,-98.19633358,33.81690655,0,Community Planning,
,Comanche County,Government,4/1/2023,315 SW 5th Street,Lawton,OK,73501,-98.3952353,34.60462356,0,Community Planning,
,Cottle County,Government,5/1/2023,815 9th Street,Paducah,TX,79248,-100.3018364,34.01400801,0,Community Planning,
,Cotton County,Government,6/1/2025,100 E Main Street,Walters,OK,73572,-98.3209067,34.3621093,0,Community Planning,
,DeWitt County,Government,7/1/2021,115 N Gonzales St,Cuero,TX,77954,-97.28988901,29.09061303,0,Community Planning,
,Donley County,Government,8/1/2021,100 E Washington Ave,Clarendon,TX,79226,-100.9058724,34.9371624,0,Community Planning,
,Ellis County,Government,9/1/2023,109 S Jackson Street,Waxahachie,TX,75165,-96.84685714,32.38480324,0,Community Planning,
,Fisher County,Government,10/1/2021,109 N. Angelo,Roby,TX,79543,-100.3767598,32.74586585,0,Community Planning,
,Foard County,Government,11/1/2022,101 S Main Street,Crowell,TX,79227,-99.72504277,33.98356933,0,Community Planning,
,Hall County,Government,12/1/2021,100 E Main St,Memphis,TX,79245,-100.5307534,34.72514658,0,Community Planning,
,Hardeman County,Government,1/1/2023,200 N Main St,Quanah,TX,79252,-99.73896729,34.30219288,0,Community Planning,
,Hardin County,Government,2/1/2022,300 W Monroe St,Kountze,TX,77625,-94.31567359,30.36867691,0,Community Planning,
,Harrison County,Government,3/1/2021,200 W Houston St,Marshall,TX,75670,-94.36885602,32.54497629,0,Community Planning,
,Haskell County,Government,4/1/2022,100 N 1st St,Haskell,TX,79521,-99.72909366,33.1575935,0,Community Planning,
,Hays County,Government,5/1/2022,111 E San Antonio St,San Marcos,TX,78666,-97.94068159,29.8822762,0,Community Planning,
,Houston County,Government,6/1/2021,401 E Goliad Ave,Crockett,TX,75835,-95.45772073,31.31767804,0,Community Planning,
,Jack County,Government,7/1/2021,100 N Main Street,Jacksboro,TX,76458,-98.15876447,33.21879875,0,Community Planning,
,Jackson County,Government,8/1/2024,101 E Broadway,Altus,OK,73521,-99.33360093,34.63787071,0,Community Planning,
,Jasper County,Government,9/1/2021,121 N Austin Street,Jasper,TX,75951,-93.99942263,30.92130018,0,Community Planning,
,Jeff Davis County,Government,10/1/2021,105 Courthouse Dr,Fort Davis,TX,79734,-103.9749865,30.6171626,0,Community Planning,
,Jefferson County,Government,11/1/2022,1149 Pearl Street,Beaumont,TX,77701,-94.09331327,30.07838801,0,Community Planning,
,Jefferson County,Government,12/1/2025,101 S Broadway,Waurika,OK,73573,-98.00038245,34.16384049,0,Community Planning,
,Jones County,Government,1/1/2021,101 E Main St,Anson,TX,79501,-99.8944705,32.7464723,0,Community Planning,
,Karnes County,Government,2/1/2022,210 W Calvert Ave,Karnes City,TX,78118,-97.90284543,28.88500767,0,Community Planning,
,Kaufman County,Government,3/1/2022,100 W Mulberry Street,Kaufman,TX,75142,-96.30953206,32.58904323,0,Community Planning,
,King County,Government,4/1/2023,200 W Main Street,Guthrie,TX,79236,-100.3208616,33.61894211,0,Community Planning,
,Knox County,Government,5/1/2022,100 N Main St,Benjamin,TX,79505,-99.7925773,33.5838802,0,Community Planning,
,Lampasas County,Government,6/1/2021,501 E 4th St,Lampasas,TX,76550,-98.17790009,31.06507665,0,Community Planning,
